rating_id,player_id,pac,sho,pas,dri,def,phy,overall,source,source_detail,fetched_at,gk_div,gk_han,gk_kic,gk_pos,gk_ref,gk_spd
51,51,60,58,60,64,55,64,60,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
52,52,65,60,70,74,55,65,65,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
53,53,65,63,70,74,55,64,65,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
54,54,65,60,70,98,55,64,69,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
55,55,80,91,60,79,35,65,68,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
56,56,80,80,60,79,35,64,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
57,57,80,83,60,79,35,61,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
58,58,83,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
59,59,83,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
60,60,80,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
61,61,80,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
62,62,83,80,60,79,35,65,67,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
63,63,83,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
64,64,80,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
65,65,80,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
66,66,80,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
67,67,80,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
68,68,80,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
69,69,83,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
70,70,45,35,50,45,40,65,47,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
71,71,60,40,55,50,75,75,59,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
72,72,60,40,55,54,75,75,60,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
73,73,60,55,60,60,55,64,59,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
74,74,60,55,60,60,55,64,59,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
75,75,65,60,70,82,55,62,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
76,76,65,60,70,70,55,64,64,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
77,77,65,60,70,78,55,63,65,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
78,78,80,91,60,79,35,65,68,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
79,79,65,60,76,78,55,64,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
80,80,65,60,70,70,55,65,64,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
81,81,80,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
82,82,83,80,60,75,35,64,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
83,83,80,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
84,84,80,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
85,85,83,80,60,75,35,64,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
86,86,83,80,60,83,35,65,68,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
87,87,83,80,60,75,35,62,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
88,88,83,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
89,89,80,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
90,90,80,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
91,91,80,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
92,92,83,80,60,75,35,65,66,espn_derived,event=401862897,2026-08-12 10:06:49,,,,,,
93,1,45,35,50,45,36,65,46,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
94,2,60,40,55,54,75,75,60,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
95,3,60,40,55,54,75,74,60,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
96,4,60,55,60,64,55,64,60,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
97,5,60,55,60,64,55,65,60,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
98,6,65,63,70,86,55,65,67,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
99,7,65,60,70,70,55,62,64,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
100,8,65,60,70,74,55,64,65,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
101,9,80,80,60,75,35,63,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
102,10,65,60,70,74,55,65,65,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
103,11,65,60,70,78,55,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
104,12,80,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
105,13,80,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
106,14,80,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
107,15,80,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
108,16,80,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
109,17,83,80,60,79,35,65,67,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
110,18,80,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
111,19,83,83,60,79,35,65,68,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
112,20,83,80,60,75,35,63,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
113,21,80,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
114,22,83,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
115,23,83,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
116,24,45,35,50,45,38,65,46,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
117,25,60,40,55,50,75,75,59,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
118,26,60,40,55,58,75,75,60,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
119,27,60,55,60,60,55,63,59,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
120,28,60,55,60,60,55,64,59,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
121,29,65,74,76,78,55,62,68,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
122,30,65,71,70,82,55,64,68,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
123,31,65,60,70,74,55,63,64,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
124,32,80,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
125,33,65,74,76,78,55,64,69,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
126,34,65,63,76,78,55,63,67,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
127,35,80,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
128,36,83,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
129,37,80,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
130,38,80,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
131,39,83,80,60,79,35,64,67,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
132,40,83,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
133,41,83,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
134,42,80,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
135,43,83,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
136,44,80,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
137,45,80,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
138,46,80,80,60,75,35,65,66,espn_derived,event=401862911,2026-08-12 10:06:49,,,,,,
139,139,45,35,50,45,34,65,46,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
140,140,60,40,55,50,75,73,59,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
141,141,60,40,55,58,75,75,60,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
142,142,60,40,55,50,75,72,59,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
143,143,65,60,70,82,55,62,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
144,144,65,63,70,74,55,64,65,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
145,145,65,60,70,78,55,64,65,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
146,146,65,60,70,74,55,62,64,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
147,147,80,94,60,75,35,64,68,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
148,148,80,80,60,83,35,64,67,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
149,149,80,80,60,87,35,66,68,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
150,150,83,80,60,79,35,64,67,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
151,151,80,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
152,152,80,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
153,153,80,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
154,154,80,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
155,155,80,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
156,156,80,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
157,157,83,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
158,158,80,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
159,159,80,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
160,160,80,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
161,161,80,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
162,162,45,35,50,45,36,65,46,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
163,163,60,40,55,50,75,74,59,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
164,164,60,40,55,54,75,74,60,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
165,165,60,55,60,64,55,65,60,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
166,166,60,55,60,64,55,63,60,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
167,167,65,60,70,78,55,64,65,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
168,168,65,60,70,78,55,64,65,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
169,169,65,60,70,70,55,64,64,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
170,170,80,83,60,83,35,63,67,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
171,171,65,60,70,74,55,65,65,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
172,172,65,60,70,74,55,64,65,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
173,173,83,80,60,75,35,63,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
174,174,80,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
175,175,83,80,60,75,35,63,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
176,176,83,80,60,79,35,65,67,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
177,177,80,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
178,178,83,80,60,79,35,65,67,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
179,179,80,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
180,180,83,80,60,79,35,65,67,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
181,181,80,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
182,182,80,80,60,75,35,65,66,espn_derived,event=401862929,2026-08-12 10:06:50,,,,,,
183,183,45,35,50,45,32,65,45,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
184,184,60,40,55,50,75,75,59,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
185,185,60,43,55,54,75,74,60,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
186,186,60,40,55,58,75,75,60,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
187,187,65,63,70,70,55,66,65,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
188,188,65,60,70,78,55,62,65,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
189,189,65,60,70,74,55,65,65,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
190,190,65,60,70,78,55,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
191,191,65,60,70,70,55,65,64,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
192,192,80,83,60,91,35,62,68,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
193,193,80,91,60,87,35,65,70,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
194,194,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
195,195,83,80,60,79,35,65,67,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
196,196,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
197,197,83,80,60,79,35,65,67,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
198,198,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
199,199,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
200,200,83,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
201,201,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
202,202,83,80,60,75,35,66,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
203,203,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
204,204,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
205,205,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
206,206,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
207,207,45,35,50,45,40,65,47,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
208,208,60,40,55,50,75,74,59,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
209,209,60,40,55,50,75,75,59,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
210,210,60,40,55,50,75,73,59,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
211,211,65,60,70,70,55,64,64,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
212,212,65,74,70,74,55,62,67,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
213,213,65,60,70,82,55,64,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
214,214,65,60,70,74,55,65,65,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
215,215,65,60,70,70,55,65,64,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
216,216,80,80,60,79,35,63,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
217,217,80,80,60,75,35,63,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
218,218,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
219,219,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
220,220,83,80,60,79,35,63,67,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
221,221,83,80,60,75,35,64,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
222,222,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
223,223,83,80,60,79,35,66,67,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
224,224,83,80,60,79,35,65,67,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
225,225,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
226,226,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
227,227,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
228,228,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
229,229,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
230,230,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
231,231,83,80,60,75,35,63,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
232,232,80,80,60,75,35,65,66,espn_derived,event=736963,2026-08-12 10:09:02,,,,,,
233,233,45,35,50,45,30,65,45,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
234,234,60,43,55,50,75,73,59,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
235,235,60,40,55,50,75,74,59,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
236,236,60,40,55,50,75,75,59,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
237,237,60,55,60,68,55,64,60,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
238,238,60,55,60,68,55,64,60,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
239,239,65,63,70,70,55,65,65,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
240,240,65,60,70,78,55,65,66,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
241,241,65,74,70,74,55,64,67,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
242,242,65,60,70,74,55,64,65,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
243,243,80,83,60,83,35,63,67,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
244,244,83,83,60,79,35,64,67,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
245,245,83,80,66,75,35,65,67,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
246,246,80,80,60,75,35,65,66,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
247,247,80,80,60,75,35,65,66,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
248,248,80,80,60,75,35,65,66,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
249,249,83,80,60,79,35,65,67,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
250,250,80,80,60,75,35,65,66,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
251,251,83,80,60,75,35,64,66,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
252,252,83,80,60,75,35,65,66,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
253,253,45,35,50,45,48,65,48,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
254,254,60,40,55,54,75,74,60,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
255,255,60,40,55,54,75,74,60,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
256,256,60,55,60,60,55,63,59,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
257,257,60,55,66,60,55,62,60,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
258,258,65,74,76,70,55,64,67,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
259,259,65,60,70,70,55,64,64,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
260,260,65,60,70,74,55,65,65,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
261,261,80,91,66,83,35,65,70,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
262,262,65,82,70,78,55,64,69,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
263,263,65,63,76,78,55,64,67,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
264,264,80,80,60,75,35,65,66,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
265,265,83,80,60,75,35,65,66,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
266,266,80,80,60,75,35,65,66,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
267,267,83,80,60,75,35,65,66,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
268,268,80,80,60,75,35,65,66,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
269,269,80,80,60,75,35,65,66,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
270,270,83,80,60,75,35,65,66,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
271,271,83,80,60,79,35,64,67,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
272,272,83,80,60,75,35,65,66,espn_derived,event=746577,2026-08-12 10:09:03,,,,,,
273,273,45,35,50,45,34,65,46,espn_derived,event=746935,2026-08-12 10:09:04,,,,,,
274,274,60,40,55,50,75,75,59,espn_derived,event=746935,2026-08-12 10:09:04,,,,,,
275,275,60,40,55,50,75,74,59,espn_derived,event=746935,2026-08-12 10:09:04,,,,,,
276,276,60,58,60,60,55,65,60,espn_derived,event=746935,2026-08-12 10:09:04,,,,,,
277,277,60,66,60,60,55,64,61,espn_derived,event=746935,2026-08-12 10:09:04,,,,,,
278,278,65,71,70,82,55,65,68,espn_derived,event=746935,2026-08-12 10:09:04,,,,,,
279,279,65,63,76,74,55,65,66,espn_derived,event=746935,2026-08-12 10:09:04,,,,,,
280,280,65,60,70,78,55,65,66,espn_derived,event=746935,2026-08-12 10:09:04,,,,,,
281,281,80,94,60,83,35,64,69,espn_derived,event=746935,2026-08-12 10:09:04,,,,,,
282,282,65,71,76,78,55,64,68,espn_derived,event=746935,2026-08-12 10:09:04,,,,,,
283,283,65,66,76,70,55,66,66,espn_derived,event=746935,2026-08-12 10:09:04,,,,,,
284,284,80,80,60,75,35,65,66,espn_derived,event=746935,2026-08-12 10:09:04,,,,,,
