team_player_id,team_id,player_id,jersey_number,position,is_starter,season,source,fetched_at
281,132,281,11,F,1,2025-2026,espn_summary,2026-08-12 10:09:04
282,132,282,14,AM-L,1,2025-2026,espn_summary,2026-08-12 10:09:04
283,132,283,42,AM-R,1,2025-2026,espn_summary,2026-08-12 10:09:04
284,132,284,7,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
285,132,285,22,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
286,132,286,47,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
287,132,287,17,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
288,132,288,40,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
289,132,289,44,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
290,132,290,4,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
291,132,291,49,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
292,132,292,45,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
293,268,293,33,G,1,2025-2026,espn_summary,2026-08-12 10:09:04
294,268,294,30,CD,1,2025-2026,espn_summary,2026-08-12 10:09:04
295,268,295,4,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:04
296,268,296,16,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:04
297,268,297,7,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:04
298,268,298,27,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:04
299,268,299,17,LM,1,2025-2026,espn_summary,2026-08-12 10:09:04
300,268,300,29,RM,1,2025-2026,espn_summary,2026-08-12 10:09:04
301,268,301,15,F,1,2025-2026,espn_summary,2026-08-12 10:09:04
302,268,302,38,CF-L,1,2025-2026,espn_summary,2026-08-12 10:09:04
303,268,303,9,CF-R,1,2025-2026,espn_summary,2026-08-12 10:09:04
304,268,304,13,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
305,268,305,10,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
306,268,306,26,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
307,268,307,23,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
308,268,308,18,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
309,268,309,36,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
310,268,310,8,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
311,268,311,2,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
312,268,312,5,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:04
325,384,325,12,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:06
333,380,333,1,G,1,2025-2026,espn_summary,2026-08-12 10:09:06
334,380,334,4,CD,1,2025-2026,espn_summary,2026-08-12 10:09:06
335,380,335,37,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:06
336,380,336,15,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:06
337,380,337,7,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:06
338,380,338,27,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:06
339,380,339,3,LM,1,2025-2026,espn_summary,2026-08-12 10:09:06
340,380,340,38,RM,1,2025-2026,espn_summary,2026-08-12 10:09:06
341,380,341,14,F,1,2025-2026,espn_summary,2026-08-12 10:09:06
342,380,342,36,CF-L,1,2025-2026,espn_summary,2026-08-12 10:09:06
343,380,343,9,CF-R,1,2025-2026,espn_summary,2026-08-12 10:09:06
344,380,344,2,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:06
345,380,345,47,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:06
346,380,346,6,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:06
347,380,347,8,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:06
348,380,348,74,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:06
349,380,349,31,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:06
350,380,350,17,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:06
351,380,351,24,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:06
352,380,352,21,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:06
353,172,353,16,G,1,2025-2026,espn_summary,2026-08-12 10:09:07
354,172,354,20,CD,1,2025-2026,espn_summary,2026-08-12 10:09:07
355,172,355,92,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:07
356,172,356,29,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:07
357,172,357,14,LB,1,2025-2026,espn_summary,2026-08-12 10:09:07
358,172,358,27,RB,1,2025-2026,espn_summary,2026-08-12 10:09:07
359,172,359,17,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:07
360,172,360,5,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:07
361,172,361,19,LM,1,2025-2026,espn_summary,2026-08-12 10:09:07
362,172,362,8,RM,1,2025-2026,espn_summary,2026-08-12 10:09:07
363,172,363,10,F,1,2025-2026,espn_summary,2026-08-12 10:09:07
364,172,364,7,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:07
365,172,365,18,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:07
366,172,366,34,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:07
367,172,367,9,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:07
368,172,368,21,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:07
369,172,369,22,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:07
370,172,370,40,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:07
371,172,371,28,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:07
372,172,372,42,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:07
385,160,385,45,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:07
388,160,388,60,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:07
391,167,391,1,G,1,2025-2026,espn_summary,2026-08-12 10:09:08
392,167,392,19,CD,1,2025-2026,espn_summary,2026-08-12 10:09:08
393,167,393,33,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:08
394,167,394,22,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:08
395,167,395,23,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:08
396,167,396,6,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:08
397,167,397,16,LM,1,2025-2026,espn_summary,2026-08-12 10:09:08
398,167,398,98,RM,1,2025-2026,espn_summary,2026-08-12 10:09:08
399,167,399,10,F,1,2025-2026,espn_summary,2026-08-12 10:09:08
400,167,400,8,CF-L,1,2025-2026,espn_summary,2026-08-12 10:09:08
401,167,401,99,CF-R,1,2025-2026,espn_summary,2026-08-12 10:09:08
402,167,402,77,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
403,167,403,44,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
404,167,404,34,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
405,167,405,85,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
406,167,406,18,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
407,167,407,7,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
408,167,408,39,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
409,167,409,40,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
410,167,410,45,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
411,2502,411,31,G,1,2025-2026,espn_summary,2026-08-12 10:09:08
412,2502,412,4,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:08
413,2502,413,37,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:08
414,2502,414,2,LB,1,2025-2026,espn_summary,2026-08-12 10:09:08
415,2502,415,92,RB,1,2025-2026,espn_summary,2026-08-12 10:09:08
416,2502,416,10,AM,1,2025-2026,espn_summary,2026-08-12 10:09:08
417,2502,417,24,LM,1,2025-2026,espn_summary,2026-08-12 10:09:08
418,2502,418,8,RM,1,2025-2026,espn_summary,2026-08-12 10:09:08
419,2502,419,11,F,1,2025-2026,espn_summary,2026-08-12 10:09:08
420,2502,420,20,AM-L,1,2025-2026,espn_summary,2026-08-12 10:09:08
421,2502,421,25,AM-R,1,2025-2026,espn_summary,2026-08-12 10:09:08
422,2502,422,33,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
423,2502,423,6,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
424,2502,424,80,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
425,2502,425,28,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
426,2502,426,21,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
427,2502,427,41,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
428,2502,428,23,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
429,2502,429,32,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
430,2502,430,90,SUB,0,2025-2026,espn_summary,2026-08-12 10:09:08
431,124,431,1,G,1,2025-2026,espn_summary,2026-08-12 10:09:09
432,124,432,3,CD,1,2025-2026,espn_summary,2026-08-12 10:09:09
433,124,433,5,CD-L,1,2025-2026,espn_summary,2026-08-12 10:09:09
434,124,434,49,CD-R,1,2025-2026,espn_summary,2026-08-12 10:09:09
435,124,435,8,CM-L,1,2025-2026,espn_summary,2026-08-12 10:09:09
436,124,436,7,CM-R,1,2025-2026,espn_summary,2026-08-12 10:09:09
437,124,437,24,LM,1,2025-2026,espn_summary,2026-08-12 10:09:09
