review_id,fixture_id,prediction_id,review_hash,reviewed_at,brier_score,matched_patterns_json,review_json
11,27,27,d3c662c30900ba5e97b643d6fd35e4a64be6f8d6c957f407a3ab6cce6c1367d1,2026-07-18T22:20:40.405677,0.9486780000000001,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:20:40.405677"",""match"":""科特迪瓦 vs 厄瓜多尔"",""stage"":""group"",""predicted"":{""home_win_prob"":22.5,""draw_prob"":23.3,""away_win_prob"":54.2},""actual"":{""score"":""1-0"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""home"",""predicted_prob"":0.542,""actual_prob"":1.0,""brier_score"":0.9487,""upset"":true,""error_magnitude"":0.542,""score"":""1-0""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (54%), 实际 home (1-0)"",""column_2_pattern"":""M6_passive_degradation"",""column_3_skill_update"":""强制主动获取实时数据 (Rule 10)""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""high""}],""rule_9_compliance"":true}"
12,29,29,8582e93313e2735e86d279e09c34f45d6766557eac5b73b1ccf8bb1f22325a97,2026-07-18T22:20:48.909686,0.28136599999999995,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:20:48.909686"",""match"":""瑞典 vs 突尼斯"",""stage"":""group"",""predicted"":{""home_win_prob"":57.1,""draw_prob"":26.6,""away_win_prob"":16.3},""actual"":{""score"":""5-1"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.571,""actual_prob"":1.0,""brier_score"":0.2814,""upset"":false,""error_magnitude"":0.071,""score"":""5-1""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (57%), 实际 home (5-1) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.281, 校准良好""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""medium""}],""rule_9_compliance"":true}"
13,31,31,c1f54f9b444213c3c253257afd84b3f2a26c9a7402b59b73a27fab9754daeb4e,2026-07-18T22:20:53.963557,1.284738,[],"{""timestamp"":""2026-07-18T22:20:53.963557"",""match"":""西班牙 vs 佛得角"",""stage"":""group"",""predicted"":{""home_win_prob"":78.5,""draw_prob"":18.3,""away_win_prob"":3.2},""actual"":{""score"":""0-0"",""outcome"":""draw""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""draw"",""predicted_prob"":0.785,""actual_prob"":1.0,""brier_score"":1.2847,""upset"":true,""error_magnitude"":0.785,""score"":""0-0""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (78%), 实际 draw (0-0)"",""column_2_pattern"":""M_UNKNOWN"",""column_3_skill_update"":""N/A""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
14,33,33,8ccbcfe0219f65174c0139c7aecd31d1786b9d4ab03fafe0e7378ffe33f900cc,2026-07-18T22:20:55.518115,1.030574,[],"{""timestamp"":""2026-07-18T22:20:55.518115"",""match"":""比利时 vs 埃及"",""stage"":""group"",""predicted"":{""home_win_prob"":62.9,""draw_prob"":21.8,""away_win_prob"":15.3},""actual"":{""score"":""1-1"",""outcome"":""draw""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""draw"",""predicted_prob"":0.629,""actual_prob"":1.0,""brier_score"":1.0306,""upset"":true,""error_magnitude"":0.629,""score"":""1-1""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (63%), 实际 draw (1-1)"",""column_2_pattern"":""M_UNKNOWN"",""column_3_skill_update"":""N/A""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
15,35,35,99ea5e39545a4af5bd2e3ccf8d6aaaa41b3a7ec6d38f0176aed672a0bb16f60f,2026-07-18T22:20:57.783736,0.953438,[],"{""timestamp"":""2026-07-18T22:20:57.783736"",""match"":""沙特 vs 乌拉圭"",""stage"":""group"",""predicted"":{""home_win_prob"":16.5,""draw_prob"":24.2,""away_win_prob"":59.3},""actual"":{""score"":""1-1"",""outcome"":""draw""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""draw"",""predicted_prob"":0.593,""actual_prob"":1.0,""brier_score"":0.9534,""upset"":true,""error_magnitude"":0.593,""score"":""1-1""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (59%), 实际 draw (1-1)"",""column_2_pattern"":""M_UNKNOWN"",""column_3_skill_update"":""N/A""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
16,37,37,de5cdfe57e432d855d407576f89e1cf393d31c9f062be5f6aa4e763842349b5e,2026-07-18T22:21:06.730052,1.212504,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:21:06.730052"",""match"":""伊朗 vs 新西兰"",""stage"":""group"",""predicted"":{""home_win_prob"":74.8,""draw_prob"":19.4,""away_win_prob"":5.8},""actual"":{""score"":""2-2"",""outcome"":""draw""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""draw"",""predicted_prob"":0.748,""actual_prob"":1.0,""brier_score"":1.2125,""upset"":true,""error_magnitude"":0.748,""score"":""2-2""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (75%), 实际 draw (2-2)"",""column_2_pattern"":""M6_passive_degradation"",""column_3_skill_update"":""强制主动获取实时数据 (Rule 10)""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""high""}],""rule_9_compliance"":true}"
17,39,39,689dee65c62c33e3ceceb29767bb8c46e9bcb0814e4427dbc4091e372a2623fd,2026-07-18T22:21:08.643217,0.09871799999999999,[],"{""timestamp"":""2026-07-18T22:21:08.643217"",""match"":""法国 vs 塞内加尔"",""stage"":""group"",""predicted"":{""home_win_prob"":77.3,""draw_prob"":21.7,""away_win_prob"":1.0},""actual"":{""score"":""3-1"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.773,""actual_prob"":1.0,""brier_score"":0.0987,""upset"":false,""error_magnitude"":0.273,""score"":""3-1""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (77%), 实际 home (3-1) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.099, 校准良好""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
18,41,41,b3af29be39d02ab867694979772dd6146629bd06f48f7f4ab6e1dec32db7f69d,2026-07-18T22:21:13.693980,0.37357399999999996,[],"{""timestamp"":""2026-07-18T22:21:13.693980"",""match"":""Iraq vs 挪威"",""stage"":""group"",""predicted"":{""home_win_prob"":35.3,""draw_prob"":12.9,""away_win_prob"":51.8},""actual"":{""score"":""1-4"",""outcome"":""away""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""away"",""predicted_prob"":0.518,""actual_prob"":1.0,""brier_score"":0.3736,""upset"":false,""error_magnitude"":0.018,""score"":""1-4""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (52%), 实际 away (1-4) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.374, 需要更多数据""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
19,43,43,27362c40ba8454a339547aee770e16f027713a758302771778caadabc1fb4470,2026-07-18T22:21:15.665195,0.065672,[],"{""timestamp"":""2026-07-18T22:21:15.665195"",""match"":""阿根廷 vs 阿尔及利亚"",""stage"":""group"",""predicted"":{""home_win_prob"":81.4,""draw_prob"":17.6,""away_win_prob"":1.0},""actual"":{""score"":""3-0"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.814,""actual_prob"":1.0,""brier_score"":0.0657,""upset"":false,""error_magnitude"":0.314,""score"":""3-0""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (81%), 实际 home (3-0) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.066, 校准良好""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
20,45,45,2aa12c841eef24512a54499044d31098717672c7c43ae6aa3e26ea646dc506bf,2026-07-18T22:21:17.275588,0.19334600000000007,[],"{""timestamp"":""2026-07-18T22:21:17.275588"",""match"":""奥地利 vs Jordan"",""stage"":""group"",""predicted"":{""home_win_prob"":64.1,""draw_prob"":18.3,""away_win_prob"":17.6},""actual"":{""score"":""3-1"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.641,""actual_prob"":1.0,""brier_score"":0.1933,""upset"":false,""error_magnitude"":0.141,""score"":""3-1""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (64%), 实际 home (3-1) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.193, 校准良好""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
21,47,47,bccdd378aa65b6c845efc14c053a120fee6295573199d7d8e55f1541f231e24c,2026-07-18T22:21:21.349188,1.304294,[],"{""timestamp"":""2026-07-18T22:21:21.349188"",""match"":""葡萄牙 vs Congo DR"",""stage"":""group"",""predicted"":{""home_win_prob"":80.2,""draw_prob"":18.7,""away_win_prob"":1.1},""actual"":{""score"":""1-1"",""outcome"":""draw""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""draw"",""predicted_prob"":0.802,""actual_prob"":1.0,""brier_score"":1.3043,""upset"":true,""error_magnitude"":0.802,""score"":""1-1""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (80%), 实际 draw (1-1)"",""column_2_pattern"":""M_UNKNOWN"",""column_3_skill_update"":""N/A""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
22,49,49,2036eb45e9841ed9ddcea58d2b547c5b5edc0bee07090fedde1c9c7f5498f59d,2026-07-18T22:21:23.319399,0.134862,[],"{""timestamp"":""2026-07-18T22:21:23.319399"",""match"":""英格兰 vs 克罗地亚"",""stage"":""group"",""predicted"":{""home_win_prob"":73.5,""draw_prob"":25.4,""away_win_prob"":1.1},""actual"":{""score"":""4-2"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.735,""actual_prob"":1.0,""brier_score"":0.1349,""upset"":false,""error_magnitude"":0.235,""score"":""4-2""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (74%), 实际 home (4-2) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.135, 校准良好""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
23,52,52,f917d20227a68205eacdcce2f9ad2da5f59431492200d62abf0b15ea1eec7d2f,2026-07-18T22:21:27.676916,1.003658,"[""M1_label_pinning""]","{""timestamp"":""2026-07-18T22:21:27.676916"",""match"":""加纳 vs 巴拿马"",""stage"":""group"",""predicted"":{""home_win_prob"":18.5,""draw_prob"":34.7,""away_win_prob"":46.8},""actual"":{""score"":""1-0"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""home"",""predicted_prob"":0.468,""actual_prob"":1.0,""brier_score"":1.0037,""upset"":true,""error_magnitude"":0.468,""score"":""1-0""},""matched_patterns"":[""M1_label_pinning""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (47%), 实际 home (1-0)"",""column_2_pattern"":""M1_label_pinning"",""column_3_skill_update"":""按对手风格动态调整 -15% 加权""}],""skill_updates_suggested"":[{""pattern_id"":""M1_label_pinning"",""pattern_name"":""标签固化"",""description"":""如\""反击之王\""标签一成不变加权, 忽略对手风格"",""suggested_fix"":""按对手风格动态调整 -15% 加权"",""priority"":""high""}],""rule_9_compliance"":true}"
24,54,54,26ec7127971ada0a260f9863a836cfdd1f3efebd60bf182f7c2867bc2041784d,2026-07-18T22:21:28.046665,0.17103800000000005,"[""M6_passive_degradation""]","{""timestamp"":""2026-07-18T22:21:28.046665"",""match"":""乌兹别克斯坦 vs 哥伦比亚"",""stage"":""group"",""predicted"":{""home_win_prob"":15.0,""draw_prob"":18.7,""away_win_prob"":66.3},""actual"":{""score"":""1-3"",""outcome"":""away""},""probability_error"":{""predicted_outcome"":""away"",""actual_outcome"":""away"",""predicted_prob"":0.663,""actual_prob"":1.0,""brier_score"":0.171,""upset"":false,""error_magnitude"":0.163,""score"":""1-3""},""matched_patterns"":[""M6_passive_degradation""],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 away 胜 (66%), 实际 away (1-3) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.171, 校准良好""}],""skill_updates_suggested"":[{""pattern_id"":""M6_passive_degradation"",""pattern_name"":""被动降级陷阱"",""description"":""数据缺失时静默跳过, 不主动获取"",""suggested_fix"":""强制主动获取实时数据 (Rule 10)"",""priority"":""medium""}],""rule_9_compliance"":true}"
25,56,56,9633f0f587f47813356b75b365671be089f63aeb4eb780d69523f648c0ae8fd2,2026-07-18T22:21:32.904427,1.162994,[],"{""timestamp"":""2026-07-18T22:21:32.904427"",""match"":""捷克 vs 南非"",""stage"":""group"",""predicted"":{""home_win_prob"":75.7,""draw_prob"":23.2,""away_win_prob"":1.1},""actual"":{""score"":""1-1"",""outcome"":""draw""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""draw"",""predicted_prob"":0.757,""actual_prob"":1.0,""brier_score"":1.163,""upset"":true,""error_magnitude"":0.757,""score"":""1-1""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (76%), 实际 draw (1-1)"",""column_2_pattern"":""M_UNKNOWN"",""column_3_skill_update"":""N/A""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
26,59,59,105ec5dc27ae0c23f01db7cfcfa974991cc478c013e4ec76085583e6fc7c065a,2026-07-18T22:21:34.365424,0.118994,[],"{""timestamp"":""2026-07-18T22:21:34.365424"",""match"":""瑞士 vs 波黑"",""stage"":""group"",""predicted"":{""home_win_prob"":73.6,""draw_prob"":21.7,""away_win_prob"":4.7},""actual"":{""score"":""4-1"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.736,""actual_prob"":1.0,""brier_score"":0.119,""upset"":false,""error_magnitude"":0.236,""score"":""4-1""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (74%), 实际 home (4-1) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.119, 校准良好""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
27,61,61,aa926909e66305c5c3ccbdbe354c7c0f5e17c98fcb675c97d69fa534abfb2f79,2026-07-18T22:21:37.557472,0.112866,[],"{""timestamp"":""2026-07-18T22:21:37.557472"",""match"":""加拿大 vs 卡塔尔"",""stage"":""group"",""predicted"":{""home_win_prob"":73.7,""draw_prob"":19.9,""away_win_prob"":6.4},""actual"":{""score"":""6-0"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.737,""actual_prob"":1.0,""brier_score"":0.1129,""upset"":false,""error_magnitude"":0.237,""score"":""6-0""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (74%), 实际 home (6-0) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.113, 校准良好""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
28,63,63,f0361777ab593d4f8b35d833955610df38b99d7f6dbd1facc96ff85fc9338662,2026-07-18T22:21:38.996559,0.6339920000000001,[],"{""timestamp"":""2026-07-18T22:21:38.996559"",""match"":""墨西哥 vs 韩国"",""stage"":""group"",""predicted"":{""home_win_prob"":35.0,""draw_prob"":31.4,""away_win_prob"":33.6},""actual"":{""score"":""1-0"",""outcome"":""home""},""probability_error"":{""predicted_outcome"":""home"",""actual_outcome"":""home"",""predicted_prob"":0.35,""actual_prob"":1.0,""brier_score"":0.634,""upset"":false,""error_magnitude"":0.15,""score"":""1-0""},""matched_patterns"":[],""dual_column_review"":[{""column_1_what_went_wrong"":""预测 home 胜 (35%), 实际 home (1-0) - 方向正确"",""column_2_pattern"":""NONE (预测正确)"",""column_3_skill_update"":""Brier Score 0.634, 需要更多数据""}],""skill_updates_suggested"":[],""rule_9_compliance"":true}"
