team_name,league_slug,home_gf_pg,home_ga_pg,away_gf_pg,away_ga_pg,total_gf_pg,total_ga_pg,win_pct,home_games,away_games,total_games,updated_at,elo
Borussia Mönchengladbach,ger.1,1.0833333333333333,1.75,0.5833333333333334,1.75,0.8333333333333334,0.16666666666666666,12.0,12,24,,2026-07-27 04:37:11,1500.0
Bayer Leverkusen,uefa.champions,2.090909090909091,1.3636363636363635,1.6363636363636365,1.7272727272727273,1.8636363636363635,0.45454545454545453,11.0,11,22,,2026-07-27 04:37:11,1500.0
Borussia Dortmund,uefa.champions,2.1818181818181817,0.9090909090909091,1.7272727272727273,1.0,1.9545454545454546,0.5909090909090909,11.0,11,22,,2026-07-27 04:37:11,1500.0
VfL Wolfsburg,ger.2,1.0,1.9090909090909092,1.3636363636363635,2.727272727272727,1.1818181818181819,0.13636363636363635,11.0,11,22,,2026-07-27 04:37:11,1500.0
Mainz,uefa.europa.conf,1.0,1.75,1.75,1.0,1.375,0.25,4.0,4,8,,2026-07-27 04:37:11,1500.0
AS Monaco,uefa.champions,1.6666666666666667,0.8333333333333334,1.1666666666666667,1.8333333333333333,1.4166666666666667,0.4166666666666667,6.0,6,12,,2026-07-27 04:37:11,1500.0
Le Havre AC,fra.1,0.5,0.8333333333333334,1.0,1.8333333333333333,0.75,0.08333333333333333,6.0,6,12,,2026-07-27 04:37:11,1500.0
Lille,uefa.europa,1.5333333333333334,1.0666666666666667,1.7333333333333334,1.2,1.6333333333333333,0.5333333333333333,15.0,15,30,,2026-07-27 04:37:11,1500.0
AJ Auxerre,fra.1,0.6666666666666666,1.8333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.08333333333333333,6.0,6,12,,2026-07-27 04:37:11,1500.0
Paris Saint-Germain,uefa.champions,2.3333333333333335,0.6666666666666666,2.0,0.9333333333333333,2.1666666666666665,0.7333333333333333,15.0,15,30,,2026-07-27 04:37:11,1500.0
Stade Rennais,fra.1,1.7333333333333334,1.0666666666666667,1.7333333333333334,1.7333333333333334,1.7333333333333334,0.5,15.0,15,30,,2026-07-27 04:37:11,1500.0
Paris FC,fra.1,1.5333333333333334,1.4666666666666666,1.0666666666666667,1.1333333333333333,1.3,0.36666666666666664,15.0,15,30,,2026-07-27 04:37:11,1500.0
Nice,uefa.europa,0.9166666666666666,1.5,1.0833333333333333,1.9166666666666667,1.0,0.20833333333333334,12.0,12,24,,2026-07-27 04:37:11,1500.0
Toulouse,fra.1,1.75,1.6666666666666667,1.4166666666666667,1.25,1.5833333333333333,0.4166666666666667,12.0,12,24,,2026-07-27 04:37:11,1500.0
Brest,fra.1,1.75,1.9166666666666667,1.1666666666666667,1.75,1.4583333333333333,0.25,12.0,12,24,,2026-07-27 04:37:11,1500.0
Angers,fra.1,1.0,1.0833333333333333,0.5833333333333334,1.5,0.7916666666666666,0.3333333333333333,12.0,12,24,,2026-07-27 04:37:11,1500.0
Metz,fra.2,0.9166666666666666,1.5833333333333333,0.75,2.1666666666666665,0.8333333333333334,0.125,12.0,12,24,,2026-07-27 04:37:11,1500.0
Strasbourg,uefa.europa.conf,1.4166666666666667,1.0,1.8333333333333333,1.5833333333333333,1.625,0.4583333333333333,12.0,12,24,,2026-07-27 04:37:11,1500.0
Nantes,fra.2,0.75,1.75,0.5833333333333334,1.5,0.6666666666666666,0.041666666666666664,12.0,12,24,,2026-07-27 04:37:11,1500.0
Lorient,fra.1,1.9166666666666667,1.6666666666666667,1.0833333333333333,1.4166666666666667,1.5,0.2916666666666667,12.0,12,24,,2026-07-27 04:37:11,1500.0
Lens,fra.1,2.4166666666666665,0.6666666666666666,1.5,1.3333333333333333,1.9583333333333333,0.625,12.0,12,24,,2026-07-27 04:37:11,1500.0
Gangwon FC,kor.1,1.375886524822695,1.1063829787234043,1.1363636363636365,1.2878787878787878,1.26007326007326,0.3663003663003663,141.0,132,273,,2026-07-27 04:37:11,1555.789882703769
Jeju SK,kor.1,1.4711538461538463,1.1730769230769231,1.1090909090909091,1.2,1.2850467289719627,0.411214953271028,104.0,110,214,,2026-07-27 04:37:11,1477.6744557192985
Daejeon Hana Citizen,kor.1,1.3433476394849786,1.1716738197424892,1.315126050420168,1.4453781512605042,1.3290870488322717,0.37154989384288745,233.0,238,471,,2026-07-27 04:37:11,1496.9986995462843
Jeonbuk Hyundai Motors,kor.1,1.472972972972973,1.1081081081081081,1.2380952380952381,1.0,1.3481012658227849,0.4430379746835443,74.0,84,158,,2026-07-27 04:37:11,1596.6719233582994
Incheon United,kor.1,1.1666666666666667,0.8974358974358975,1.3125,1.1625,1.240506329113924,0.3924050632911392,78.0,80,158,,2026-07-27 04:37:11,1511.1382903837323
Ulsan HD,kor.1,1.6619718309859155,0.971830985915493,1.244186046511628,1.186046511627907,1.4331210191082802,0.49044585987261147,71.0,86,157,,2026-07-27 04:37:11,1552.3549963299397
FC Anyang,kor.1,1.412162162162162,1.1756756756756757,1.2821428571428573,1.4321428571428572,1.3489583333333333,0.3767361111111111,296.0,280,576,,2026-07-27 04:37:11,1481.990684841509
Gwangju FC,kor.1,1.625,0.8958333333333334,1.1958041958041958,1.1118881118881119,1.411149825783972,0.4564459930313589,144.0,143,287,,2026-07-27 04:37:11,1586.7937137712784
Bucheon FC 1995,kor.1,1.1438127090301002,1.173913043478261,1.1006944444444444,1.3159722222222223,1.122657580919932,0.3526405451448041,299.0,288,587,,2026-07-27 04:37:11,1534.4846388553842
FC Seoul,kor.1,1.5277777777777777,1.2361111111111112,1.0,1.263157894736842,1.4175824175824177,0.3956043956043956,72.0,19,91,,2026-07-27 04:37:11,1541.7486785647707
Gimcheon Sangmu,kor.1,1.6556291390728477,0.9602649006622517,1.459016393442623,1.2295081967213115,1.5479041916167664,0.47005988023952094,151.0,183,334,,2026-07-27 04:37:11,1540.0187442924214
Pohang Steelers,kor.1,1.3380281690140845,0.9577464788732394,1.2588235294117647,1.223529411764706,1.294871794871795,0.4166666666666667,71.0,85,156,,2026-07-27 04:37:11,1496.6762919416733
Daegu&#8197;FC,unknown,1.5,1.0476190476190477,1.125,1.55,1.3170731707317074,0.3170731707317073,42.0,40,82,,2026-07-27 04:37:11,1464.405288279528
Gangwon&#8197;FC,unknown,1.4545454545454546,1.3636363636363635,0.9696969696969697,1.5151515151515151,1.2121212121212122,0.30303030303030304,33.0,33,66,,2026-07-27 04:37:11,1520.0752152816306
Gimcheon&#8197;Sangmu,unknown,1.7058823529411764,0.9705882352941176,1.3529411764705883,1.2647058823529411,1.5294117647058822,0.45588235294117646,34.0,34,68,,2026-07-27 04:37:11,1551.70994047028
Incheon&#8197;United,unknown,1.0,0.9696969696969697,1.2121212121212122,1.393939393939394,1.106060606060606,0.2727272727272727,33.0,33,66,,2026-07-27 04:37:11,1449.4811937732372
Jeju&#8197;United,unknown,1.2121212121212122,1.2121212121212122,1.2121212121212122,1.3636363636363635,1.2121212121212122,0.3787878787878788,33.0,33,66,,2026-07-27 04:37:11,1461.5161316184863
Jeonbuk&#8197;Hyundai&#8197;Motors,unknown,1.411764705882353,1.2647058823529411,1.1764705882352942,1.088235294117647,1.2941176470588236,0.4117647058823529,34.0,34,68,,2026-07-27 04:37:11,1494.7212230195123
Pohang&#8197;Steelers,unknown,1.393939393939394,0.7272727272727273,1.4848484848484849,1.2121212121212122,1.4393939393939394,0.4696969696969697,33.0,33,66,,2026-07-27 04:37:11,1605.7994246915637
Seongnam&#8197;FC,unknown,0.9534883720930233,1.6046511627906976,1.0731707317073171,1.5121951219512195,1.0119047619047619,0.20238095238095238,43.0,41,84,,2026-07-27 04:37:11,1388.8922875057312
FC&#8197;Seoul,unknown,1.7575757575757576,1.121212121212121,1.393939393939394,1.3333333333333333,1.5757575757575757,0.36363636363636365,33.0,33,66,,2026-07-27 04:37:11,1533.4851300498733
Suwon&#8197;Samsung&#8197;Bluewings,unknown,1.0731707317073171,1.0975609756097562,1.048780487804878,1.2682926829268293,1.0609756097560976,0.3048780487804878,41.0,41,82,,2026-07-27 04:37:11,1364.9603063801194
Suwon&#8197;FC,unknown,1.641025641025641,1.6153846153846154,1.170731707317073,1.6341463414634145,1.4,0.3875,39.0,41,80,,2026-07-27 04:37:11,1538.2277139188066
Ulsan&#8197;Hyundai,unknown,2.0,1.0909090909090908,1.5909090909090908,0.8181818181818182,1.7954545454545454,0.7045454545454546,22.0,22,44,,2026-07-27 04:37:11,1699.6477933522717
Daejeon&#8197;Hana&#8197;Citizen,unknown,1.53125,1.28125,1.3125,1.5625,1.421875,0.34375,32.0,32,64,,2026-07-27 04:37:11,1440.2566867185635
Gwangju&#8197;FC,unknown,1.5625,1.03125,1.28125,1.28125,1.421875,0.46875,32.0,32,64,,2026-07-27 04:37:11,1484.1926167473039
Ulsan&#8197;HD,unknown,2.1818181818181817,0.9090909090909091,1.3636363636363635,1.4545454545454546,1.7727272727272727,0.5,11.0,11,22,,2026-07-27 04:37:11,1541.587739685313
Chungnam&#8197;Asan,unknown,1.5348837209302326,1.069767441860465,1.0975609756097562,1.3414634146341464,1.3214285714285714,0.35714285714285715,43.0,41,84,,2026-07-27 04:37:11,1495.0089700815938
Seoul&#8197;E-Land,unknown,1.5348837209302326,1.3953488372093024,1.4047619047619047,1.1666666666666667,1.4705882352941178,0.36470588235294116,43.0,42,85,,2026-07-27 04:37:11,1466.0323384261858
안양,unknown,1.0,0.6666666666666666,0.8,0.8,0.875,0.25,3.0,5,8,,2026-07-27 04:37:11,1499.7159121943673
수원FC,unknown,0.4444444444444444,0.7777777777777778,0.2,0.4,0.35714285714285715,0.07142857142857142,9.0,5,14,,2026-07-27 04:37:11,1439.0077909635381
Daegu FC,unknown,1.3046875,1.125,1.2769230769230768,1.3846153846153846,1.2906976744186047,0.32558139534883723,128.0,130,258,,2026-07-27 04:37:11,1457.6392973440697
Suwon FC,unknown,1.4223300970873787,1.4563106796116505,1.331306990881459,1.2826747720364742,1.3663551401869158,0.3719626168224299,206.0,329,535,,2026-07-27 04:37:11,1439.929436454711
Seongnam FC,unknown,1.094890510948905,1.2992700729927007,0.9603960396039604,1.3663366336633664,1.0378151260504203,0.2815126050420168,137.0,101,238,,2026-07-27 04:37:11,1412.7945173638727
Seoul E-Land,unknown,1.2696629213483146,1.2659176029962547,1.2149532710280373,1.4813084112149533,1.2453222453222452,0.288981288981289,267.0,214,481,,2026-07-27 04:37:11,1483.979579427056
Suwon Samsung Bluewings,unknown,1.369047619047619,1.130952380952381,1.271604938271605,1.3703703703703705,1.3212121212121213,0.3575757575757576,84.0,81,165,,2026-07-27 04:37:11,1394.5924659440243
Ansan Greeners,unknown,0.9885931558935361,1.3460076045627376,0.9652173913043478,1.4043478260869566,0.9776876267748479,0.25760649087221094,263.0,230,493,,2026-07-27 04:37:11,1500.0
Busan IPark,unknown,1.4253393665158371,1.2714932126696832,1.4389140271493213,1.0542986425339367,1.4321266968325792,0.42081447963800905,221.0,221,442,,2026-07-27 04:37:11,1500.0
Chungnam Asan,unknown,1.263157894736842,1.1798245614035088,1.0909090909090908,1.2867132867132867,1.1673151750972763,0.34824902723735407,228.0,286,514,,2026-07-27 04:37:11,1500.0
Gimpo FC,unknown,1.1875,1.03125,1.0666666666666667,0.9777777777777777,1.1290322580645162,0.3655913978494624,96.0,90,186,,2026-07-27 04:37:11,1500.0
Gyeongnam FC,unknown,1.3488372093023255,1.2976744186046512,1.2629107981220657,1.3474178403755868,1.3060747663551402,0.34579439252336447,215.0,213,428,,2026-07-27 04:37:11,1500.0
Jeonnam Dragons,unknown,1.3487179487179488,1.1794871794871795,1.253968253968254,1.2433862433862435,1.3020833333333333,0.3723958333333333,195.0,189,384,,2026-07-27 04:37:11,1500.0
Cheonan City,unknown,0.9879518072289156,1.7349397590361446,1.1097560975609757,1.646341463414634,1.0484848484848486,0.18787878787878787,83.0,82,165,,2026-07-27 04:37:11,1500.0
Chungbuk Cheongju,unknown,0.7831325301204819,1.2530120481927711,1.0609756097560976,1.2195121951219512,0.9212121212121213,0.2606060606060606,83.0,82,165,,2026-07-27 04:37:11,1500.0
Ansan&#8197;Greeners,unknown,1.0,1.5348837209302326,0.8974358974358975,1.4871794871794872,0.9512195121951219,0.1951219512195122,43.0,39,82,,2026-07-27 04:37:11,1500.0
Busan&#8197;IPark,unknown,1.3414634146341464,1.1951219512195121,1.5121951219512195,1.2195121951219512,1.4268292682926829,0.4146341463414634,41.0,41,82,,2026-07-27 04:37:11,1500.0
Cheonan&#8197;City,unknown,0.875,1.65625,1.3666666666666667,1.7666666666666666,1.1129032258064515,0.1935483870967742,32.0,30,62,,2026-07-27 04:37:11,1500.0
Gimpo&#8197;FC,unknown,1.1714285714285715,1.2571428571428571,1.2127659574468086,1.148936170212766,1.1951219512195121,0.36585365853658536,35.0,47,82,,2026-07-27 04:37:11,1500.0
Gyeongnam&#8197;FC,unknown,1.5,1.6428571428571428,1.525,1.45,1.5121951219512195,0.3170731707317073,42.0,40,82,,2026-07-27 04:37:11,1500.0
Jeonnam&#8197;Dragons,unknown,1.3783783783783783,1.2432432432432432,1.3555555555555556,1.6444444444444444,1.3658536585365855,0.32926829268292684,37.0,45,82,,2026-07-27 04:37:11,1500.0
Paju&#8197;Frontier,unknown,1.1428571428571428,1.2857142857142858,1.0,1.5714285714285714,1.0714285714285714,0.2857142857142857,7.0,7,14,,2026-07-27 04:37:11,1500.0
Yongin&#8197;FC,unknown,1.375,1.5,1.1666666666666667,1.6666666666666667,1.2857142857142858,0.14285714285714285,8.0,6,14,,2026-07-27 04:37:11,1500.0
Chungbuk&#8197;Cheongju,unknown,0.9354838709677419,1.2903225806451613,1.3225806451612903,1.2580645161290323,1.1290322580645162,0.25806451612903225,31.0,31,62,,2026-07-27 04:37:11,1500.0
Gimhae&#8197;FC&#8197;2008,unknown,0.6666666666666666,2.6666666666666665,0.875,1.75,0.7857142857142857,0.07142857142857142,6.0,8,14,,2026-07-27 04:37:11,1500.0
Hwaseong&#8197;FC,unknown,1.5454545454545454,1.0909090909090908,1.25,1.25,1.4666666666666666,0.4666666666666667,11.0,4,15,,2026-07-27 04:37:11,1500.0
FC&#8197;Anyang,unknown,1.588235294117647,1.0588235294117647,1.3823529411764706,1.3529411764705883,1.4852941176470589,0.4852941176470588,34.0,34,68,,2026-07-27 04:37:11,1500.0
Bucheon&#8197;FC&#8197;1995,unknown,1.2941176470588236,1.088235294117647,1.088235294117647,1.2058823529411764,1.1911764705882353,0.4117647058823529,34.0,34,68,,2026-07-27 04:37:11,1500.0
Hwaseong FC,unknown,0.7894736842105263,0.9473684210526315,0.8076923076923077,1.2307692307692308,0.8,0.2,19.0,26,45,,2026-07-27 04:37:11,1500.0
Yongin FC,unknown,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4,7,,2026-07-27 04:37:11,1500.0
Paju FC,unknown,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3,7,,2026-07-27 04:37:11,1500.0
Gimhae FC,unknown,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3,7,,2026-07-27 04:37:11,1500.0
Daejeon Citizen,unknown,0.6666666666666666,1.5,0.0,0.0,0.6666666666666666,0.16666666666666666,18.0,1,18,,2026-07-27 04:37:11,1500.0
Chungju Hummel,unknown,1.1896551724137931,1.5689655172413792,0.9655172413793104,1.5862068965517242,1.0775862068965518,0.19827586206896552,58.0,58,116,,2026-07-27 04:37:11,1500.0
Goyang Zaicro,unknown,0.9482758620689655,1.6896551724137931,0.65,1.95,0.8717948717948718,0.1794871794871795,58.0,20,78,,2026-07-27 04:37:11,1500.0
Ansan Mugunghwa,unknown,1.65,1.05,0.0,0.0,1.65,0.6,20.0,1,20,,2026-07-27 04:37:11,1500.0
SEN,unknown,0.0,0.0,1.3611111111111112,1.0,1.3611111111111112,0.4722222222222222,1.0,36,36,,2026-07-27 04:37:11,1500.0
Kalmar FF,swe.1,2.0,1.25,0.5555555555555556,1.8888888888888888,1.0,0.15384615384615385,4.0,9,13,,2026-07-27 04:37:11,1500.0
Malmö FF,swe.1,1.75,2.5,1.2222222222222223,2.3333333333333335,1.3846153846153846,0.23076923076923078,4.0,9,13,,2026-07-27 04:37:11,1500.0
Djurgården,swe.1,1.9,1.3,3.0,1.5,2.0833333333333335,0.5,10.0,2,12,,2026-07-27 04:37:11,1500.0
Djurgarden,swe.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,,2026-07-27 04:37:11,1500.0
IF Elfsborg,swe.1,1.4,1.3,0.75,1.25,1.2142857142857142,0.2857142857142857,10.0,4,14,,2026-07-27 04:37:11,1500.0
IK Sirius,swe.1,4.0,1.0,2.1666666666666665,1.75,2.3076923076923075,0.5384615384615384,1.0,12,13,,2026-07-27 04:37:11,1500.0
BK Häcken,swe.1,1.875,2.125,1.8,1.6,1.8461538461538463,0.3076923076923077,8.0,5,13,,2026-07-27 04:37:11,1500.0
