player_id,pac,sho,pas,dri,def,phy,overall,n_sources,last_updated,has_eo
394,,,,,,,,3,2026-08-12 10:09:40,0
395,,,,,,,,2,2026-08-12 10:09:40,0
396,,,,,,,,3,2026-08-12 10:09:40,0
397,,,,,,,,2,2026-08-12 10:09:25,0
398,,,,,,,,3,2026-08-12 10:09:40,0
399,,,,,,,,3,2026-08-12 10:09:40,0
400,68,78,78,76,77,79,81,7,2026-08-12 11:57:28,1
401,,,,,,,,2,2026-08-12 10:09:25,0
402,73,74,69,71,45,75,74,5,2026-08-12 11:57:28,1
403,,,,,,,,3,2026-08-12 10:09:40,0
404,,,,,,,,3,2026-08-12 10:09:40,0
405,,,,,,,,1,2026-08-12 10:09:08,0
406,,,,,,,,1,2026-08-12 10:09:08,0
407,73,65,69,74,34,64,71,7,2026-08-12 11:57:28,1
408,,,,,,,,3,2026-08-12 10:09:40,0
409,,,,,,,,3,2026-08-12 10:09:40,0
410,,,,,,,,3,2026-08-12 10:09:40,0
411,,,,,,,,1,2026-08-12 10:09:08,0
412,,,,,,,,1,2026-08-12 10:09:08,0
413,74,25,44,54,64,71,65,5,2026-08-12 11:57:28,1
414,86,62,70,73,69,75,76,5,2026-08-12 11:57:28,1
415,85,69,76,78,73,69,80,6,2026-08-12 11:57:28,1
416,77,69,75,80,54,53,76,5,2026-08-12 11:57:28,1
417,55,65,76,72,73,78,77,6,2026-08-12 11:57:28,1
418,,,,,,,,1,2026-08-12 10:09:08,0
419,84,76,67,77,31,66,75,2,2026-08-12 10:40:36,1
420,,,,,,,,1,2026-08-12 10:09:08,0
421,,,,,,,,1,2026-08-12 10:09:08,0
422,64,41,55,63,71,72,70,5,2026-08-12 11:57:28,1
423,73,67,74,77,74,76,77,5,2026-08-12 11:57:28,1
424,78,75,76,80,50,76,78,5,2026-08-12 11:57:28,1
425,,,,,,,,1,2026-08-12 10:09:08,0
426,85,67,60,75,41,68,71,5,2026-08-12 11:57:28,1
427,,,,,,,,1,2026-08-12 10:09:08,0
428,,,,,,,,1,2026-08-12 10:09:08,0
429,,,,,,,,1,2026-08-12 10:09:08,0
430,,,,,,,,1,2026-08-12 10:09:08,0
431,87,83,64,87,44,86,86,8,2026-08-12 11:57:28,1
432,69,47,67,66,84,84,82,8,2026-08-12 11:57:28,1
433,73,70,70,77,78,79,79,8,2026-08-12 11:57:28,1
434,,,,,,,,2,2026-08-12 10:10:20,0
435,82,74,73,81,80,86,82,8,2026-08-12 11:57:28,1
436,70,68,71,74,72,78,74,4,2026-08-12 10:40:36,1
437,77,56,75,76,73,74,77,8,2026-08-12 11:57:28,1
438,74,63,71,76,77,82,79,8,2026-08-12 11:57:28,1
439,72,88,76,83,45,83,87,8,2026-08-12 11:57:28,1
440,74,78,83,84,44,70,83,8,2026-08-12 11:57:28,1
441,86,79,68,80,43,62,79,8,2026-08-12 11:57:28,1
442,,,,,,,,2,2026-08-12 10:10:20,0
443,96,76,72,82,36,69,81,8,2026-08-12 11:57:28,1
444,74,80,80,80,76,76,80,7,2026-08-12 11:57:28,1
445,77,41,60,63,58,70,64,2,2026-08-12 10:40:36,1
446,70,59,68,73,75,79,75,8,2026-08-12 11:57:28,1
447,72,71,79,76,41,74,75,4,2026-08-12 10:40:36,1
448,65,60,59,65,29,62,63,2,2026-08-12 10:40:36,1
449,,,,,,,,1,2026-08-12 10:09:09,0
450,,,,,,,,1,2026-08-12 10:09:09,0
451,78,61,77,83,69,61,77,5,2026-08-12 11:55:19,1
452,74,66,74,79,57,66,76,4,2026-08-12 10:40:36,1
453,81,77,64,79,32,79,79,5,2026-08-12 11:55:19,1
454,86,83,71,86,30,85,84,9,2026-08-12 11:57:28,1
455,,,,,,,,4,2026-08-12 10:10:29,0
456,,,,,,,,3,2026-08-12 10:10:22,0
457,80,32,64,67,81,78,80,7,2026-08-12 11:57:28,1
458,,,,,,,,4,2026-08-12 10:10:29,0
459,61,74,77,76,83,80,81,8,2026-08-12 11:57:28,1
460,,,,,,,,4,2026-08-12 10:10:29,0
461,76,73,77,77,76,69,79,9,2026-08-12 11:57:28,1
462,65,81,67,74,36,70,79,8,2026-08-12 11:57:28,1
463,83,64,73,78,63,59,76,8,2026-08-12 11:57:28,1
464,,,,,,,,4,2026-08-12 10:10:29,0
465,86,54,72,76,71,74,78,7,2026-08-12 11:57:28,1
466,,,,,,,,4,2026-08-12 10:10:29,0
467,,,,,,,,1,2026-08-12 10:09:09,0
468,,,,,,,,4,2026-08-12 10:10:29,0
469,75,72,74,76,44,79,76,9,2026-08-12 11:57:28,1
470,79,63,69,72,71,81,75,7,2026-08-12 11:57:28,1
471,69,37,49,58,79,82,78,8,2026-08-12 11:57:28,1
472,,,,,,,,4,2026-08-12 10:10:29,0
473,88,63,63,76,28,59,71,8,2026-08-12 11:57:28,1
474,,,,,,,,4,2026-08-12 10:10:29,0
475,55,35,57,61,80,71,77,9,2026-08-12 11:57:28,1
476,,,,,,,,4,2026-08-12 10:10:29,0
477,68,61,64,68,38,63,65,5,2026-08-12 11:57:28,1
478,,,,,,,,1,2026-08-12 10:09:09,0
479,,,,,,,,1,2026-08-12 10:09:09,0
480,,,,,,,,1,2026-08-12 10:09:09,0
481,,,,,,,,1,2026-08-12 10:09:09,0
482,,,,,,,,1,2026-08-12 10:09:09,0
483,,,,,,,,1,2026-08-12 10:09:09,0
484,,,,,,,,1,2026-08-12 10:09:09,0
485,,,,,,,,1,2026-08-12 10:09:09,0
486,,,,,,,,1,2026-08-12 10:09:09,0
487,,,,,,,,1,2026-08-12 10:09:09,0
488,,,,,,,,1,2026-08-12 10:09:09,0
489,,,,,,,,1,2026-08-12 10:09:09,0
490,,,,,,,,1,2026-08-12 10:09:09,0
491,,,,,,,,1,2026-08-12 10:09:09,0
492,78,70,75,81,38,61,77,5,2026-08-12 11:57:28,1
493,,,,,,,,1,2026-08-12 10:09:09,0
494,,,,,,,,1,2026-08-12 10:09:09,0
495,,,,,,,,1,2026-08-12 10:09:09,0
496,49,40,57,56,73,73,72,5,2026-08-12 11:57:28,1
497,,,,,,,,1,2026-08-12 10:09:09,0
498,71,55,73,73,71,73,74,5,2026-08-12 11:57:28,1
499,,,,,,,,1,2026-08-12 10:09:09,0
500,77,77,78,79,48,79,79,4,2026-08-12 11:57:28,1
501,80,32,64,71,76,75,76,6,2026-08-12 11:57:28,1
502,64,41,63,69,81,76,80,4,2026-08-12 11:57:28,1
503,66,69,78,74,70,72,74,5,2026-08-12 11:57:28,1
504,72,48,64,68,63,60,68,4,2026-08-12 11:57:28,1
505,60,63,70,72,75,72,77,4,2026-08-12 11:57:28,1
506,65,75,80,80,73,71,79,4,2026-08-12 11:57:28,1
507,75,76,72,74,72,80,75,5,2026-08-12 11:57:28,1
508,,,,,,,,1,2026-08-12 10:09:09,0
509,82,74,73,76,72,69,77,4,2026-08-12 11:57:28,1
510,75,65,64,67,35,61,66,4,2026-08-12 11:57:28,1
511,,,,,,,,1,2026-08-12 10:09:09,0
512,64,59,70,71,80,75,79,4,2026-08-12 11:57:28,1
513,,,,,,,,1,2026-08-12 10:09:09,0
514,,,,,,,,1,2026-08-12 10:09:09,0
515,59,66,75,74,75,75,78,4,2026-08-12 11:57:28,1
516,68,81,82,84,68,71,82,5,2026-08-12 11:57:28,1
517,,,,,,,,1,2026-08-12 10:09:09,0
518,56,54,64,68,53,45,63,4,2026-08-12 11:57:28,1
519,,,,,,,,1,2026-08-12 10:09:09,0
520,87,69,70,81,29,63,77,5,2026-08-12 11:57:28,1
521,,,,,,,,1,2026-08-12 10:09:09,0
522,78,78,78,80,41,80,79,4,2026-08-12 11:57:28,1
523,,,,,,,,2,2026-08-12 10:09:24,0
524,,,,,,,,2,2026-08-12 10:09:24,0
525,,,,,,,,2,2026-08-12 10:09:24,0
526,,,,,,,,2,2026-08-12 10:09:24,0
527,,,,,,,,2,2026-08-12 10:09:24,0
528,,,,,,,,1,2026-08-12 10:09:10,0
529,,,,,,,,2,2026-08-12 10:09:24,0
530,,,,,,,,2,2026-08-12 10:09:24,0
531,,,,,,,,2,2026-08-12 10:09:24,0
532,,,,,,,,2,2026-08-12 10:09:24,0
533,,,,,,,,2,2026-08-12 10:09:24,0
534,,,,,,,,1,2026-08-12 10:09:10,0
535,,,,,,,,1,2026-08-12 10:09:10,0
536,,,,,,,,2,2026-08-12 10:09:24,0
537,,,,,,,,2,2026-08-12 10:09:24,0
538,,,,,,,,2,2026-08-12 10:09:24,0
539,,,,,,,,1,2026-08-12 10:09:10,0
540,,,,,,,,2,2026-08-12 10:09:24,0
541,,,,,,,,2,2026-08-12 10:09:24,0
542,,,,,,,,2,2026-08-12 10:09:24,0
543,,,,,,,,2,2026-08-12 10:09:46,0
544,,,,,,,,3,2026-08-12 10:10:00,0
545,,,,,,,,3,2026-08-12 10:10:00,0
546,,,,,,,,3,2026-08-12 10:10:00,0
547,,,,,,,,3,2026-08-12 10:10:00,0
548,,,,,,,,3,2026-08-12 10:10:00,0
549,,,,,,,,3,2026-08-12 10:10:00,0
550,,,,,,,,3,2026-08-12 10:10:00,0
551,,,,,,,,3,2026-08-12 10:10:00,0
