stat_id,fixture_id,player_id,team_id,minutes_played,goals,assists,shots,shots_on_target,key_passes,tackles,interceptions,dribbles_completed,pass_accuracy,rating,source,fetched_at
110,401862911,18,126,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
111,401862911,19,126,0,0,0,1,1,0,0,0,0,,68.0,espn_summary,2026-08-12 10:06:49
112,401862911,20,126,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
113,401862911,21,126,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
114,401862911,22,126,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
115,401862911,23,126,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
116,401862911,24,362,0,0,0,0,0,0,0,0,0,,46.0,espn_summary,2026-08-12 10:06:49
117,401862911,25,362,0,0,0,0,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:06:49
118,401862911,26,362,0,0,0,2,0,0,0,0,0,,60.0,espn_summary,2026-08-12 10:06:49
119,401862911,27,362,0,0,0,0,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:06:49
120,401862911,28,362,0,0,0,1,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:06:49
121,401862911,29,362,0,1,1,4,2,0,0,0,0,,68.0,espn_summary,2026-08-12 10:06:49
122,401862911,30,362,0,1,0,1,1,0,0,0,0,,68.0,espn_summary,2026-08-12 10:06:49
123,401862911,31,362,0,0,0,0,0,0,0,0,0,,64.0,espn_summary,2026-08-12 10:06:49
124,401862911,32,362,0,0,0,2,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
125,401862911,33,362,0,1,1,3,2,0,0,0,0,,69.0,espn_summary,2026-08-12 10:06:49
126,401862911,34,362,0,0,1,3,1,0,0,0,0,,67.0,espn_summary,2026-08-12 10:06:49
127,401862911,35,362,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
128,401862911,36,362,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
129,401862911,37,362,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
130,401862911,38,362,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
131,401862911,39,362,0,0,0,1,0,0,0,0,0,,67.0,espn_summary,2026-08-12 10:06:49
132,401862911,40,362,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
133,401862911,41,362,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
134,401862911,42,362,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
135,401862911,43,362,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
136,401862911,44,362,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
137,401862911,45,362,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
138,401862911,46,362,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:49
139,401862929,139,384,0,0,0,0,0,0,0,0,0,,46.0,espn_summary,2026-08-12 10:06:50
140,401862929,140,384,0,0,0,0,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:06:50
141,401862929,141,384,0,0,0,0,0,0,0,0,0,,60.0,espn_summary,2026-08-12 10:06:50
142,401862929,142,384,0,0,0,1,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:06:50
143,401862929,143,384,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
144,401862929,144,384,0,0,0,1,1,0,0,0,0,,65.0,espn_summary,2026-08-12 10:06:50
145,401862929,145,384,0,0,0,2,0,0,0,0,0,,65.0,espn_summary,2026-08-12 10:06:50
146,401862929,146,384,0,0,0,0,0,0,0,0,0,,64.0,espn_summary,2026-08-12 10:06:50
147,401862929,147,384,0,1,0,3,2,0,0,0,0,,68.0,espn_summary,2026-08-12 10:06:50
148,401862929,148,384,0,0,0,2,0,0,0,0,0,,67.0,espn_summary,2026-08-12 10:06:50
149,401862929,149,384,0,0,0,2,0,0,0,0,0,,68.0,espn_summary,2026-08-12 10:06:50
150,401862929,150,384,0,0,0,0,0,0,0,0,0,,67.0,espn_summary,2026-08-12 10:06:50
151,401862929,151,384,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
152,401862929,152,384,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
153,401862929,153,384,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
154,401862929,154,384,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
155,401862929,155,384,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
156,401862929,156,384,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
157,401862929,157,384,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
158,401862929,158,384,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
159,401862929,159,384,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
160,401862929,160,384,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
161,401862929,161,384,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
162,401862929,162,101,0,0,0,0,0,0,0,0,0,,46.0,espn_summary,2026-08-12 10:06:50
163,401862929,163,101,0,0,0,2,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:06:50
164,401862929,164,101,0,0,0,0,0,0,0,0,0,,60.0,espn_summary,2026-08-12 10:06:50
165,401862929,165,101,0,0,0,0,0,0,0,0,0,,60.0,espn_summary,2026-08-12 10:06:50
166,401862929,166,101,0,0,0,0,0,0,0,0,0,,60.0,espn_summary,2026-08-12 10:06:50
167,401862929,167,101,0,0,0,1,0,0,0,0,0,,65.0,espn_summary,2026-08-12 10:06:50
168,401862929,168,101,0,0,0,0,0,0,0,0,0,,65.0,espn_summary,2026-08-12 10:06:50
169,401862929,169,101,0,0,0,1,0,0,0,0,0,,64.0,espn_summary,2026-08-12 10:06:50
170,401862929,170,101,0,0,0,3,1,0,0,0,0,,67.0,espn_summary,2026-08-12 10:06:50
171,401862929,171,101,0,0,0,0,0,0,0,0,0,,65.0,espn_summary,2026-08-12 10:06:50
172,401862929,172,101,0,0,0,1,0,0,0,0,0,,65.0,espn_summary,2026-08-12 10:06:50
173,401862929,173,101,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
174,401862929,174,101,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
175,401862929,175,101,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
176,401862929,176,101,0,0,0,1,0,0,0,0,0,,67.0,espn_summary,2026-08-12 10:06:50
177,401862929,177,101,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
178,401862929,178,101,0,0,0,1,0,0,0,0,0,,67.0,espn_summary,2026-08-12 10:06:50
179,401862929,179,101,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
180,401862929,180,101,0,0,0,0,0,0,0,0,0,,67.0,espn_summary,2026-08-12 10:06:50
181,401862929,181,101,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
182,401862929,182,101,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:06:50
183,736963,183,3263,0,0,0,0,0,0,0,0,0,,45.0,espn_summary,2026-08-12 10:09:02
184,736963,184,3263,0,0,0,1,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:09:02
185,736963,185,3263,0,0,0,1,1,0,0,0,0,,60.0,espn_summary,2026-08-12 10:09:02
186,736963,186,3263,0,0,0,0,0,0,0,0,0,,60.0,espn_summary,2026-08-12 10:09:02
187,736963,187,3263,0,0,0,1,1,0,0,0,0,,65.0,espn_summary,2026-08-12 10:09:02
188,736963,188,3263,0,0,0,2,0,0,0,0,0,,65.0,espn_summary,2026-08-12 10:09:02
189,736963,189,3263,0,0,0,1,0,0,0,0,0,,65.0,espn_summary,2026-08-12 10:09:02
190,736963,190,3263,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
191,736963,191,3263,0,0,0,0,0,0,0,0,0,,64.0,espn_summary,2026-08-12 10:09:02
192,736963,192,3263,0,0,0,4,1,0,0,0,0,,68.0,espn_summary,2026-08-12 10:09:02
193,736963,193,3263,0,1,0,1,1,0,0,0,0,,70.0,espn_summary,2026-08-12 10:09:02
194,736963,194,3263,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
195,736963,195,3263,0,0,0,0,0,0,0,0,0,,67.0,espn_summary,2026-08-12 10:09:02
196,736963,196,3263,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
197,736963,197,3263,0,0,0,0,0,0,0,0,0,,67.0,espn_summary,2026-08-12 10:09:02
198,736963,198,3263,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
199,736963,199,3263,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
200,736963,200,3263,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
201,736963,201,3263,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
202,736963,202,3263,0,0,0,1,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
203,736963,203,3263,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
204,736963,204,3263,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
205,736963,205,3263,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
206,736963,206,3263,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
207,736963,207,3956,0,0,0,0,0,0,0,0,0,,47.0,espn_summary,2026-08-12 10:09:02
208,736963,208,3956,0,0,0,1,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:09:02
209,736963,209,3956,0,0,0,0,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:09:02
210,736963,210,3956,0,0,0,0,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:09:02
211,736963,211,3956,0,0,0,1,0,0,0,0,0,,64.0,espn_summary,2026-08-12 10:09:02
212,736963,212,3956,0,1,0,3,2,0,0,0,0,,67.0,espn_summary,2026-08-12 10:09:02
213,736963,213,3956,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
214,736963,214,3956,0,0,0,0,0,0,0,0,0,,65.0,espn_summary,2026-08-12 10:09:02
215,736963,215,3956,0,0,0,2,0,0,0,0,0,,64.0,espn_summary,2026-08-12 10:09:02
216,736963,216,3956,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
217,736963,217,3956,0,0,0,1,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
218,736963,218,3956,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
219,736963,219,3956,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
220,736963,220,3956,0,0,0,0,0,0,0,0,0,,67.0,espn_summary,2026-08-12 10:09:02
221,736963,221,3956,0,0,0,1,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
222,736963,222,3956,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
223,736963,223,3956,0,0,0,0,0,0,0,0,0,,67.0,espn_summary,2026-08-12 10:09:02
224,736963,224,3956,0,0,0,1,0,0,0,0,0,,67.0,espn_summary,2026-08-12 10:09:02
225,736963,225,3956,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
226,736963,226,3956,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
227,736963,227,3956,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
228,736963,228,3956,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
229,736963,229,3956,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
230,736963,230,3956,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
231,736963,231,3956,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
232,736963,232,3956,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:02
233,746577,233,166,0,0,0,0,0,0,0,0,0,,45.0,espn_summary,2026-08-12 10:09:03
234,746577,234,166,0,0,0,1,1,0,0,0,0,,59.0,espn_summary,2026-08-12 10:09:03
235,746577,235,166,0,0,0,1,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:09:03
236,746577,236,166,0,0,0,1,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:09:03
237,746577,237,166,0,0,0,1,0,0,0,0,0,,60.0,espn_summary,2026-08-12 10:09:03
238,746577,238,166,0,0,0,0,0,0,0,0,0,,60.0,espn_summary,2026-08-12 10:09:03
239,746577,239,166,0,0,0,1,1,0,0,0,0,,65.0,espn_summary,2026-08-12 10:09:03
240,746577,240,166,0,0,0,2,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:03
241,746577,241,166,0,1,0,2,2,0,0,0,0,,67.0,espn_summary,2026-08-12 10:09:03
242,746577,242,166,0,0,0,4,0,0,0,0,0,,65.0,espn_summary,2026-08-12 10:09:03
243,746577,243,166,0,0,0,4,1,0,0,0,0,,67.0,espn_summary,2026-08-12 10:09:03
244,746577,244,166,0,0,0,3,1,0,0,0,0,,67.0,espn_summary,2026-08-12 10:09:03
245,746577,245,166,0,0,1,0,0,0,0,0,0,,67.0,espn_summary,2026-08-12 10:09:03
246,746577,246,166,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:03
247,746577,247,166,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:03
248,746577,248,166,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:03
249,746577,249,166,0,0,0,0,0,0,0,0,0,,67.0,espn_summary,2026-08-12 10:09:03
250,746577,250,166,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:03
251,746577,251,166,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:03
252,746577,252,166,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:03
253,746577,253,180,0,0,0,0,0,0,0,0,0,,48.0,espn_summary,2026-08-12 10:09:03
254,746577,254,180,0,0,0,0,0,0,0,0,0,,60.0,espn_summary,2026-08-12 10:09:03
255,746577,255,180,0,0,0,0,0,0,0,0,0,,60.0,espn_summary,2026-08-12 10:09:03
256,746577,256,180,0,0,0,0,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:09:03
257,746577,257,180,0,0,1,0,0,0,0,0,0,,60.0,espn_summary,2026-08-12 10:09:03
258,746577,258,180,0,1,1,6,2,0,0,0,0,,67.0,espn_summary,2026-08-12 10:09:03
259,746577,259,180,0,0,0,0,0,0,0,0,0,,64.0,espn_summary,2026-08-12 10:09:03
260,746577,260,180,0,0,0,0,0,0,0,0,0,,65.0,espn_summary,2026-08-12 10:09:03
261,746577,261,180,0,1,1,3,1,0,0,0,0,,70.0,espn_summary,2026-08-12 10:09:03
262,746577,262,180,0,2,0,2,2,0,0,0,0,,69.0,espn_summary,2026-08-12 10:09:03
263,746577,263,180,0,0,1,3,1,0,0,0,0,,67.0,espn_summary,2026-08-12 10:09:03
264,746577,264,180,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:03
265,746577,265,180,0,0,0,1,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:03
266,746577,266,180,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:03
267,746577,267,180,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:03
268,746577,268,180,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:03
269,746577,269,180,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:03
270,746577,270,180,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:03
271,746577,271,180,0,0,0,0,0,0,0,0,0,,67.0,espn_summary,2026-08-12 10:09:03
272,746577,272,180,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:03
273,746935,273,132,0,0,0,0,0,0,0,0,0,,46.0,espn_summary,2026-08-12 10:09:04
274,746935,274,132,0,0,0,0,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:09:04
275,746935,275,132,0,0,0,1,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:09:04
276,746935,276,132,0,0,0,2,1,0,0,0,0,,60.0,espn_summary,2026-08-12 10:09:04
277,746935,277,132,0,1,0,3,1,0,0,0,0,,61.0,espn_summary,2026-08-12 10:09:04
278,746935,278,132,0,1,0,3,1,0,0,0,0,,68.0,espn_summary,2026-08-12 10:09:04
279,746935,279,132,0,0,1,2,1,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
280,746935,280,132,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
281,746935,281,132,0,1,0,3,2,0,0,0,0,,69.0,espn_summary,2026-08-12 10:09:04
282,746935,282,132,0,1,1,1,1,0,0,0,0,,68.0,espn_summary,2026-08-12 10:09:04
283,746935,283,132,0,0,1,2,2,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
284,746935,284,132,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
285,746935,285,132,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
286,746935,286,132,0,0,0,1,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
287,746935,287,132,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
288,746935,288,132,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
289,746935,289,132,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
290,746935,290,132,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
291,746935,291,132,0,0,0,0,0,0,0,0,0,,68.0,espn_summary,2026-08-12 10:09:04
292,746935,292,132,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
293,746935,293,268,0,0,0,0,0,0,0,0,0,,47.0,espn_summary,2026-08-12 10:09:04
294,746935,294,268,0,0,0,0,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:09:04
295,746935,295,268,0,0,0,0,0,0,0,0,0,,59.0,espn_summary,2026-08-12 10:09:04
296,746935,296,268,0,0,0,0,0,0,0,0,0,,60.0,espn_summary,2026-08-12 10:09:04
297,746935,297,268,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
298,746935,298,268,0,0,0,1,1,0,0,0,0,,65.0,espn_summary,2026-08-12 10:09:04
299,746935,299,268,0,0,0,0,0,0,0,0,0,,64.0,espn_summary,2026-08-12 10:09:04
300,746935,300,268,0,0,0,0,0,0,0,0,0,,64.0,espn_summary,2026-08-12 10:09:04
301,746935,301,268,0,0,0,1,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
302,746935,302,268,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
303,746935,303,268,0,0,0,1,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
304,746935,304,268,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
305,746935,305,268,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
306,746935,306,268,0,0,0,1,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
307,746935,307,268,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
308,746935,308,268,0,0,0,4,2,0,0,0,0,,68.0,espn_summary,2026-08-12 10:09:04
309,746935,309,268,0,1,0,1,1,0,0,0,0,,68.0,espn_summary,2026-08-12 10:09:04
310,746935,310,268,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
311,746935,311,268,0,0,0,1,1,0,0,0,0,,67.0,espn_summary,2026-08-12 10:09:04
312,746935,312,268,0,0,0,0,0,0,0,0,0,,66.0,espn_summary,2026-08-12 10:09:04
313,740860,139,384,0,0,0,0,0,0,0,0,0,,50.0,espn_summary,2026-08-12 10:09:06
